machine_type,vibration_mm_s,spindle_current_percent,spindle_temperature_C,acoustic_dba,lubrication_pressure_bar,coolant_temperature_C,active_failure,status
cnc,0.65,42.83,39.88,68.55,1.91,25.74,none,running
cnc,3.89,57.66,65.45,104.39,1.9,26.39,spindle_bearing_failure,warning
cnc,3.47,63.8,57.36,91.85,0.76,26.47,lubrication_failure,fault
cnc,4.68,49.89,60.42,98.58,2.19,26.96,spindle_bearing_failure,fault
cnc,1.5,56.63,53.65,95.7,1.97,26.27,tool_wear,warning
cnc,1.44,65.1,52.02,97.83,1.83,24.02,tool_wear,warning
cnc,0.71,45.88,45.98,83.13,2.37,24.61,none,running
cnc,2,24.28,26.28,55,2.04,25.86,spindle_bearing_failure,running
cnc,2.31,58.53,61.9,94.22,0.9,26.44,lubrication_failure,warning
cnc,2,25.49,35.89,55,2.12,26.01,spindle_bearing_failure,running
cnc,1.22,53.16,46.88,81.94,2.17,26,tool_wear,running
cnc,1.32,57.98,54.35,98.65,2.16,25.48,tool_wear,warning
cnc,4.02,52.26,34.5,67.29,2.28,25.99,tool_breakage,warning
cnc,1.65,60.78,71.25,91.46,0.88,26.04,lubrication_failure,fault
cnc,2.81,50.71,61.51,87.48,2.21,24.95,spindle_bearing_failure,warning
cnc,0.43,20.27,20.12,55,2.18,25.37,none,running
cnc,2.29,54.08,71.69,99.78,1.95,27.01,spindle_bearing_failure,fault
cnc,0.88,39.9,38.47,76.58,2.27,25.24,none,running
cnc,0.78,29.14,20.55,55,2.15,25.03,tool_wear,running
cnc,4.78,75.72,46.53,90.14,1.96,25.03,tool_breakage,fault
cnc,3.11,57.68,67.18,96.22,2.11,27.18,spindle_bearing_failure,warning
cnc,1.03,51.41,42.17,82.02,2.16,25.63,tool_wear,running
cnc,0.93,35.76,34.25,59.8,2.24,26.12,tool_wear,running
cnc,3.11,41.21,53.71,77.53,1.99,23.94,spindle_bearing_failure,warning
cnc,3.39,42.05,52.24,83.66,2.12,25.33,spindle_bearing_failure,warning
cnc,0.87,48.17,41.61,78,2.12,25.91,none,running
cnc,4.02,60.61,66.53,95.8,1.11,26.87,lubrication_failure,warning
cnc,2.12,39.79,39.33,62.77,2.22,25.74,spindle_bearing_failure,warning
cnc,5.61,70.01,50.03,90.25,2,24.75,tool_breakage,fault
cnc,3.19,49.32,27.7,55,2.01,27.3,tool_breakage,warning
cnc,0.73,32.59,31.97,56.24,2.1,26.16,tool_wear,running
cnc,0.73,38.09,38.5,72.48,2.15,25.78,none,running
cnc,3.6,41.62,61.33,85.8,2.07,26.45,spindle_bearing_failure,warning
cnc,0.83,47.51,44.44,84.84,2.24,26.66,none,running
cnc,2.52,37.79,48.74,73.44,0.86,24.19,lubrication_failure,warning
cnc,1.09,35.68,29.3,58.78,1.94,25.61,tool_wear,running
cnc,3.13,47.99,59.89,85.15,0.95,26.91,lubrication_failure,warning
cnc,1.62,29.77,36.52,55,0.78,25.42,tool_wear,fault
cnc,1.3,64.6,49.5,92.26,2.1,26.25,tool_wear,warning
cnc,1.89,69.96,50.29,95.81,2.13,24.3,tool_wear,warning
cnc,2.3,60.25,69.7,90.84,2.17,25.61,spindle_bearing_failure,warning
cnc,1.91,56.7,48.01,97,2.2,25.24,tool_wear,warning
cnc,4.37,55.46,34.8,66.61,2.22,25.11,tool_breakage,warning
cnc,2.09,39.03,34.27,60.98,1.22,25.78,lubrication_failure,warning
cnc,0.91,49.4,44.33,88.37,2.06,25.02,none,running
cnc,1.07,49.66,38.52,75.85,1.83,27.15,tool_wear,running
cnc,1.68,45.36,53.19,84.26,0.75,26.14,lubrication_failure,fault
cnc,0.89,41.9,41.56,85.38,2.1,27.02,none,running
cnc,1.41,70.02,54.49,100.27,1.96,26.95,tool_wear,warning
cnc,3.28,66.39,61.85,107.01,0.66,24.83,lubrication_failure,fault
cnc,1.84,28.66,36.48,55,0.64,26.25,lubrication_failure,fault
cnc,0.78,45.1,44.12,77.62,2.13,26.41,none,running
cnc,3.38,46.6,56.52,84.08,1.9,24.7,spindle_bearing_failure,warning
cnc,1.66,45.95,44.88,75.6,0.71,26.66,lubrication_failure,fault
cnc,6.8,79.07,56.3,101.24,2.12,24.62,tool_breakage,fault
cnc,2.01,38.41,39.58,64.63,2.07,27.07,spindle_bearing_failure,warning
cnc,0.8,45.4,37.47,76.1,2.06,27.04,none,running
cnc,0.75,40.72,37.05,74.5,2.12,24.69,none,running
cnc,2.34,34.15,39.43,65.61,2.23,27.69,spindle_bearing_failure,warning
cnc,3.8,61.15,55.39,86.07,1.42,25.04,lubrication_failure,warning
cnc,1.59,40.92,48.04,65.07,1.14,25.21,lubrication_failure,warning
cnc,3.35,48.42,55.89,86.03,2.18,26.58,spindle_bearing_failure,warning
cnc,1.18,58.86,48.46,83.31,1.96,25.31,tool_wear,running
cnc,1.08,50.34,43.36,75.41,2.09,26.34,tool_wear,running
cnc,1.46,23.91,30.03,55,0.61,25.42,spindle_bearing_failure,fault
cnc,0.78,39.76,43.34,79.62,2,26.08,none,running
cnc,1.3,63.58,45.77,87.54,2.04,25.42,tool_wear,running
cnc,7.14,79.15,51.38,106.37,2.25,26.02,tool_breakage,fault
cnc,2.01,54.07,56.05,96.31,0.85,27.96,lubrication_failure,warning
cnc,0.96,47.28,39.59,79.4,2.12,25.66,tool_wear,running
cnc,3.75,38.53,47.15,82.07,2.07,25.65,spindle_bearing_failure,warning
cnc,1.09,69.82,52.31,91.61,2,25.18,tool_wear,running
cnc,3.13,39.91,22.89,55,2.17,24.79,tool_breakage,warning
cnc,1.26,26.31,30.18,55,1.78,25.46,spindle_bearing_failure,running
cnc,5.92,83.82,42.56,88.69,2.07,27.68,tool_breakage,fault
cnc,3.28,51.18,60.87,89.88,1.87,26.84,spindle_bearing_failure,warning
cnc,2.75,42.22,26.5,55,2.09,26.21,tool_breakage,warning
cnc,1.18,27.18,28.06,55,2.27,25.49,spindle_bearing_failure,running
cnc,1.77,21.12,31.13,55,2.12,25.65,spindle_bearing_failure,running
cnc,0.85,43.1,44.12,85.43,2.15,27.37,none,running
cnc,0.73,29.23,20.37,55,2.18,24.25,tool_wear,running
cnc,0.78,45.64,43.39,84.95,1.98,25.8,none,running
cnc,1.38,54.61,50.15,84.33,2.12,25.7,tool_wear,running
cnc,3.24,46.4,57.25,85.32,2.03,25.12,spindle_bearing_failure,warning
cnc,1.52,20.71,29.03,55,2.17,26.46,spindle_bearing_failure,running
cnc,0.71,38.74,38.29,80.17,1.95,25.42,none,running
cnc,0.88,39.54,38.45,66.9,1.92,25.37,none,running
cnc,0.75,41.32,41.9,81.49,2.34,25.53,none,running
cnc,0.91,44.84,45.55,88.51,2.34,26.43,none,running
cnc,0.73,41.43,40.05,75.3,1.86,26.16,none,running
cnc,0.55,26.6,22.11,55,2.35,26.68,tool_wear,running
cnc,1.06,53.82,42.6,76.94,1.94,28.04,tool_wear,running
cnc,0.31,21.05,20.14,55,2.11,25.32,none,running
cnc,5.17,70.87,43.13,87.8,2.08,27.27,tool_breakage,fault
cnc,5.72,70.01,42.31,83.23,2.14,25.35,tool_breakage,fault
cnc,1.26,53.34,48.43,89.39,1.96,26.01,tool_wear,running
cnc,0.69,36.25,34.08,65.14,1.98,25.78,none,running
cnc,1.15,58.9,53.37,90.36,2.02,26.79,tool_wear,running
cnc,6.43,79.78,50.31,106.05,2.08,26.02,tool_breakage,fault
cnc,1.41,30.61,27.13,55,1.06,26.92,lubrication_failure,warning
cnc,0.76,44.9,41.55,82.99,1.98,25.18,none,running
cnc,3.57,54.37,64.88,84.26,1.27,26.15,lubrication_failure,warning
cnc,5.99,60.8,43.78,86.7,2.16,26.94,tool_breakage,fault
cnc,1.27,42.89,41.35,75.3,1.9,27.42,tool_wear,running
cnc,4.62,63.67,45.03,81.59,2.27,26.02,tool_breakage,fault
cnc,3.02,56.13,58.59,95.71,2.09,27.71,spindle_bearing_failure,warning
cnc,2.05,29.27,33.86,56.31,2.05,26.97,spindle_bearing_failure,warning
cnc,0.78,26.47,25.41,55,1.27,24.85,lubrication_failure,running
cnc,5.9,69.35,47.05,96.19,2.14,25.6,tool_breakage,fault
cnc,1.3,47.19,37.27,75.48,2.06,27.33,tool_wear,running
cnc,6.26,74.78,41.34,82.8,2.17,25.66,tool_breakage,fault
cnc,1.31,52.34,44.01,77.06,2.1,27.12,tool_wear,running
cnc,0.83,43.83,43.39,85.79,2.02,24.88,none,running
cnc,0.68,31.42,25.95,55,2.04,24.97,tool_wear,running
cnc,3.14,44.31,55.49,81.03,1.87,26.19,spindle_bearing_failure,warning
cnc,2.2,36.96,24.08,55,2.03,27.25,tool_breakage,warning
cnc,2.98,63.51,68.37,103.36,1.12,27.07,lubrication_failure,warning
cnc,4.75,91.94,51.29,104.47,2.25,26.39,tool_breakage,fault
cnc,0.71,35.05,37.47,72.02,1.99,25.9,none,running
cnc,0.7,30.2,27.96,55,2.16,24.99,tool_breakage,running
cnc,6.27,80.22,49.25,88.92,2.24,26.67,tool_breakage,fault
cnc,1.38,23.29,26.12,55,1.24,24.57,lubrication_failure,running
cnc,0.9,39.24,33.52,56.97,1.94,26.82,tool_wear,running
cnc,0.88,43.92,42.19,75.57,2.19,26.2,none,running
cnc,3.6,53.65,47.36,82.85,0.7,24.87,lubrication_failure,fault
cnc,0.98,46.48,45.71,91.64,2.02,25.4,none,running
cnc,0.94,40.78,40.26,78.15,2.25,26.28,none,running
cnc,1.44,36.21,50.95,81.79,0.67,26.09,lubrication_failure,fault
cnc,4.67,49.46,70.3,93.97,2.04,27.49,spindle_bearing_failure,fault
cnc,2.1,38.48,51.46,73.54,1.13,25.09,lubrication_failure,warning
cnc,1.13,45.25,44.2,72.38,1.95,25.71,tool_wear,running
cnc,0.84,43.62,45.85,85.1,2.02,25.18,none,running
cnc,3.35,59.97,73.27,91.56,1.29,25.09,lubrication_failure,fault
cnc,2.72,47.93,63.36,97.2,1.25,26.25,lubrication_failure,warning
cnc,1.44,21.87,28.76,55,0.79,25.65,lubrication_failure,fault
cnc,0.83,48.61,43.41,80.45,2.19,25.98,none,running
cnc,1.49,41.33,52.48,72.1,1.13,25.23,lubrication_failure,warning
cnc,3.93,59.73,35.16,66.14,2.15,24.14,tool_breakage,warning
cnc,2.03,37.67,22.89,55,2.19,25.08,tool_breakage,warning
cnc,0.85,30.97,28.33,55.11,2.2,25.65,tool_wear,running
cnc,2.33,52.28,66.73,91.85,1.42,27.45,lubrication_failure,warning
cnc,5.25,91.35,56.53,104.27,2.06,26.77,tool_breakage,fault
cnc,2.96,48.42,58.08,87.76,1.32,25.53,lubrication_failure,warning
cnc,7.33,81.53,53.12,108.49,2.01,24.58,tool_breakage,fault
cnc,3.8,78,42.71,84.22,2.21,24.31,tool_breakage,warning
cnc,2.35,51.47,55.67,90.49,1.27,27.37,lubrication_failure,warning
cnc,0.67,39.5,39.01,63.96,1.89,25.39,none,running
cnc,2.26,56.3,67.98,93,0.92,26.89,lubrication_failure,warning
cnc,5.02,88.67,53.65,97.97,2.22,26.49,tool_breakage,fault
cnc,1.35,68.9,55.95,97.12,2.18,25.81,tool_wear,warning
cnc,2.38,44.05,46.02,81.57,2.13,26.58,spindle_bearing_failure,warning
cnc,2.54,63.51,58.54,92.73,1.02,25.92,lubrication_failure,warning
cnc,1.83,39.32,46.61,72.12,0.82,25.58,lubrication_failure,warning
cnc,2.65,51.97,59.92,81.5,2.21,26.19,spindle_bearing_failure,warning
cnc,0.88,43.16,48.61,87.36,2.16,24.05,none,running
cnc,7.43,89.61,52.21,100.25,2.14,25.05,tool_breakage,fault
cnc,0.86,39.06,41.49,84.5,2,26.72,none,running
cnc,0.9,41.64,40.54,80.8,1.99,27.29,none,running
cnc,1.93,49.45,55.36,92.91,1.34,24.78,lubrication_failure,warning
cnc,3.21,57.84,59.1,93.52,0.73,26.89,lubrication_failure,fault
cnc,3.23,51.15,65.57,85.29,1.2,24.29,lubrication_failure,warning
cnc,4.11,69.95,47.8,89.81,2.06,26.07,tool_breakage,warning
cnc,5.02,87.67,53.82,97.88,1.91,25.68,tool_breakage,fault
cnc,4.43,63.37,42.63,75.77,1.93,26.57,tool_breakage,warning
cnc,3.04,64.86,59.97,100.51,0.9,26.23,lubrication_failure,warning
cnc,1.32,52.52,51.17,92.1,2.04,24.2,tool_wear,warning
cnc,3.06,38.75,57.39,76.31,0.96,24.08,lubrication_failure,warning
cnc,2.54,52.93,59.25,89.07,0.71,27.13,lubrication_failure,fault
cnc,5.81,69.86,49.63,92.76,1.93,25.28,lubrication_failure,fault
cnc,3.19,54.45,52.19,85.49,2.13,27.11,lubrication_failure,warning
cnc,2.6,34.6,25.5,55,2.01,26.14,tool_breakage,warning
cnc,1.03,57.04,48.07,92.65,2.23,26.32,tool_wear,warning
cnc,3.1,49.95,59.91,90.78,2.19,26.37,spindle_bearing_failure,warning
cnc,1.25,50.29,44.42,76.23,1.79,25,tool_wear,running
cnc,1.76,52.18,56.71,87.31,2.04,25.81,spindle_bearing_failure,running
cnc,1.34,38.61,52.32,80.14,0.74,27.15,lubrication_failure,fault
cnc,3.25,56.87,68.61,106.63,1.27,24.34,lubrication_failure,warning
cnc,0.91,45.63,45.98,85.94,2.04,26.02,none,running
cnc,1.4,49.55,43.95,85.94,2.07,25.35,tool_wear,running
cnc,6.06,84.95,49.02,101.12,2.15,24.97,tool_breakage,fault
cnc,0.65,39.44,38.18,77.5,2.02,26.7,none,running
cnc,0.76,38.57,37.38,69.69,1.96,27.14,none,running
cnc,1.3,35.55,36.12,57.09,1.05,25.59,lubrication_failure,warning
cnc,1.21,62.67,52.18,89.09,2.02,26.95,tool_wear,running
cnc,6.36,70.83,45.95,89.79,2.2,26.11,tool_breakage,fault
cnc,1.02,43.43,42.47,73.3,2.24,27.1,tool_wear,running
cnc,6.78,84.64,52.56,98.08,1.97,27.4,tool_breakage,fault
cnc,3.94,45.24,57.4,94.13,2.18,26.37,spindle_bearing_failure,warning
cnc,4.42,68.21,47.44,95.62,2.04,24.42,tool_breakage,warning
cnc,1.7,54.19,50.26,92.26,2.27,26.82,tool_wear,warning
cnc,4.49,86.67,54.28,95.01,2.03,27.53,tool_breakage,warning
cnc,2.4,52.74,67.53,82.25,1.32,26.57,lubrication_failure,warning
cnc,3.32,81.29,40.34,84.4,1.91,27.26,tool_breakage,warning
cnc,4.75,68.64,41.95,85.68,2.12,24.41,tool_breakage,fault
cnc,5.82,82.24,41.3,88.2,2.27,24.88,tool_breakage,fault
cnc,0.83,42.76,44.75,85.69,1.99,25.36,none,running
cnc,3.01,44.05,53.07,80.49,0.97,25.54,lubrication_failure,warning
cnc,0.61,32.77,26.17,55,2.04,25.48,none,running
cnc,3.61,55.09,61.31,95.35,1.15,25.08,spindle_bearing_failure,warning
cnc,2.51,35.46,38.98,72.05,1.22,25.62,lubrication_failure,warning
cnc,6.8,80.35,44.2,94.67,2.08,25.33,tool_breakage,fault
cnc,2.84,60.63,61.52,94.77,0.74,24.84,lubrication_failure,fault
cnc,7.65,78.02,53.22,106.88,2.08,25.06,tool_breakage,fault
cnc,1.4,52.04,46.79,85.53,2.1,24.39,tool_wear,running
cnc,1.56,54.19,45,81.83,1.89,26.2,tool_wear,running
cnc,1.51,28.7,43.75,62.13,0.8,25.97,lubrication_failure,warning
cnc,0.85,40.02,41.67,74.3,2.24,25.44,none,running
cnc,3.56,53.85,58.26,91.37,2.18,27.21,spindle_bearing_failure,warning
cnc,0.41,21.29,23.19,55,2.01,24.87,none,running
cnc,2.25,53.22,53.04,82.04,1.86,26.61,spindle_bearing_failure,warning
cnc,4.21,54.94,57.13,93.03,2.17,24.9,spindle_bearing_failure,warning
cnc,0.86,40.2,41.21,83.45,2.08,27.63,none,running
cnc,1.35,49.71,48.41,86.64,1.89,25.42,tool_wear,running
cnc,2.04,54.07,51.31,81.56,2.2,27.98,spindle_bearing_failure,warning
cnc,0.71,36.76,36.71,72.05,2.18,24.78,none,running
cnc,0.92,44.64,42.11,83.59,1.99,25.55,none,running
cnc,2.01,48.08,53.67,90.47,0.9,26.7,lubrication_failure,warning
cnc,1.8,54.2,66.16,96.1,1.14,26.75,lubrication_failure,warning
cnc,1.61,54.93,48.46,86.66,2.09,24.26,tool_wear,running
cnc,0.83,44.35,43.87,82.46,1.93,26.65,none,running
cnc,5.34,63.73,43.01,81.85,2.02,26.75,tool_breakage,fault
cnc,1.48,43.39,44.96,78.79,0.82,27.33,lubrication_failure,warning
cnc,2.37,48.02,52,84.94,0.77,25.27,lubrication_failure,fault
cnc,2.1,49.63,64.86,83.98,1.37,27.08,lubrication_failure,warning
cnc,2.36,55.14,76.24,94.89,0.84,27.13,lubrication_failure,fault
cnc,0.89,45.25,46.58,86.3,2.32,26.12,none,running
cnc,0.68,37.86,35.57,71.86,1.92,26.09,none,running
cnc,3.73,55.5,70.91,88.32,1,25.78,lubrication_failure,fault
cnc,2.26,43.76,44.5,77.49,2.02,26.99,spindle_bearing_failure,warning
cnc,0.33,21.58,20.95,55,2.21,25,none,running
cnc,1.61,47.82,51.56,86.55,2.23,23.92,tool_wear,running
cnc,2.03,39.86,23.46,55,2.05,26.19,tool_breakage,warning
cnc,3.28,51.45,69.11,96.02,1.1,25.06,tool_wear,warning
cnc,1.28,53.21,52.53,93.1,1.95,26.16,tool_wear,warning
cnc,4.74,54.18,32.52,63.9,2.05,26.59,tool_breakage,fault
cnc,2.47,46.91,65.07,89.77,2.11,26.09,spindle_bearing_failure,warning
cnc,4.63,63.84,43.09,81.57,2.33,25.17,tool_breakage,fault
cnc,0.78,41.24,39.82,79.58,2.24,25.82,none,running
cnc,1.84,35.12,34.78,57.75,2.11,23.89,spindle_bearing_failure,running
cnc,0.74,38.86,39.25,72.75,2.13,26.84,none,running
cnc,3.12,47.65,45.63,79.07,0.98,24.88,lubrication_failure,warning
cnc,1.34,53.21,46.51,70.02,0.61,28.41,lubrication_failure,fault
cnc,2.55,41.93,46.78,78.87,2.27,25.91,spindle_bearing_failure,warning
cnc,5.11,80.49,45.53,95.08,2.19,25.26,tool_breakage,fault
cnc,3.16,46.97,51.05,87.17,2.06,24.41,spindle_bearing_failure,warning
cnc,5.13,84.77,44.91,92.6,2.09,25.73,tool_breakage,fault
cnc,0.86,41.05,37.13,75.8,2,25.46,none,running
cnc,0.78,44.16,41.07,75.07,2.2,25.42,none,running
cnc,0.84,43.89,44.08,83.41,2.22,24.79,none,running
cnc,2.75,46.5,60.5,89.85,2.34,26.87,spindle_bearing_failure,warning
cnc,2.68,55.91,57.65,100.68,0.85,26.73,lubrication_failure,warning
cnc,4.01,41.27,61.62,88.39,2.02,25.85,spindle_bearing_failure,warning
cnc,5.9,66.31,38.42,87.02,1.92,25.99,tool_breakage,fault
cnc,1.63,27.04,32.64,55,0.74,27.94,lubrication_failure,fault
cnc,2.17,49.14,50.52,87.6,2.19,27.97,spindle_bearing_failure,warning
cnc,2.4,48.88,51.33,82.31,0.86,27.2,lubrication_failure,warning
cnc,2.64,49.13,53.7,89.19,1.92,26.28,none,warning
cnc,2.01,45.08,43.19,76.48,0.98,24.73,lubrication_failure,warning
cnc,2.36,47.52,45.96,86.49,2.23,24.47,spindle_bearing_failure,warning
cnc,2.23,57.36,59.6,86.91,1.18,24.84,lubrication_failure,warning
cnc,1.52,59.03,41.28,86.21,2.08,25.21,tool_wear,running
cnc,3.06,55.25,62.39,100.77,1.29,25.11,lubrication_failure,warning
cnc,6.2,66.46,47.83,90.45,1.89,27.86,tool_breakage,fault
cnc,4.49,95.28,49,100.26,2.1,24.67,tool_breakage,warning
cnc,5.56,94.02,50.62,106.44,2.21,26.84,tool_breakage,fault
cnc,1.27,43.66,42.23,76.34,2.12,26.09,tool_wear,running
cnc,1.25,20.6,28.57,55,2.02,24.87,spindle_bearing_failure,running
cnc,5.44,73.94,46.82,90.7,2.19,26.93,tool_breakage,fault
cnc,0.63,27.8,22.9,55,2.19,27,tool_wear,running
cnc,4.95,84.87,46.36,96.21,2.3,26.54,tool_breakage,fault
cnc,2.5,53.67,51.24,86.64,2.06,26.18,spindle_bearing_failure,warning
cnc,4.88,66.49,43.16,89.18,2.15,24.36,spindle_bearing_failure,fault
cnc,1.8,48.44,56.71,89.71,1.19,25,lubrication_failure,warning
cnc,0.52,25.22,26.42,55,2.02,24.46,none,running
cnc,2.89,54.06,47.25,86.8,0.92,25.04,lubrication_failure,warning
cnc,1.76,53.68,52.03,94.63,2.19,24.42,tool_wear,warning
cnc,1.12,33.68,33.09,55,2.31,25.61,spindle_bearing_failure,running
cnc,5.98,74.49,49.72,95.54,2.1,27.78,tool_breakage,fault
cnc,1.84,52.86,48.39,82.88,2.15,24.3,spindle_bearing_failure,running
cnc,2.47,44.73,53.15,81.62,2.25,25.6,spindle_bearing_failure,warning
cnc,7.32,86.61,57.78,102.23,1.96,26.29,tool_breakage,fault
cnc,3.55,54.99,62.93,99.04,1.03,25.82,lubrication_failure,warning
cnc,4.89,66.14,39.3,77.16,2.18,25.89,tool_breakage,fault
cnc,1.03,32.72,29.18,56.73,0.81,27.02,lubrication_failure,warning
cnc,0.77,44.27,42.6,81.94,2.16,24.8,none,running
cnc,2.56,37.4,53.99,82.97,1.23,24.39,tool_wear,warning
cnc,2.19,46.31,52.09,83.48,2.11,24.87,spindle_bearing_failure,warning
cnc,3.05,60.61,58.39,98.5,2.1,24.07,spindle_bearing_failure,warning
cnc,3.84,52.98,32.64,69.46,2.11,27.52,tool_breakage,warning
cnc,2.64,35.78,22.93,55,2.01,26.44,lubrication_failure,warning
cnc,5.42,87.05,50.58,92.64,2.06,26.74,tool_breakage,fault
cnc,3.33,55.28,71.15,101.76,2.19,25.41,spindle_bearing_failure,fault
cnc,0.83,44.79,42.53,82.73,1.93,25.41,none,running
cnc,1.11,27.35,24.67,55,2,24.51,spindle_bearing_failure,running
cnc,3.55,40.06,26.7,55,2.12,25.3,tool_breakage,warning
cnc,1.32,56.94,53,89.67,1.95,26.98,tool_wear,running
cnc,3.7,47.59,53.81,94.77,2.09,24.79,spindle_bearing_failure,warning
cnc,0.85,39.83,35.94,72.62,2,26.68,none,running
cnc,2.87,48.36,76.99,102.34,1.06,26.05,lubrication_failure,fault
cnc,0.58,28.57,28.19,56.99,2.16,27.38,none,running
cnc,4.84,76.81,53.5,103.13,1.96,25.73,tool_breakage,fault
cnc,0.72,26.9,25.36,55,1.88,26.19,tool_wear,running
cnc,2,55.26,58.01,81.52,2.1,25.17,spindle_bearing_failure,warning
cnc,1.23,52.18,44.91,81.19,2.23,25.64,tool_wear,running
cnc,6.34,93.83,54.16,97.42,2,27.23,tool_breakage,fault
cnc,0.92,48.9,46.42,90.21,2.15,27.18,none,running
cnc,1.15,28.93,29.53,55,1.09,27.21,lubrication_failure,warning
cnc,2.63,60.51,72.99,99.3,0.68,25.7,lubrication_failure,fault
cnc,2.89,55.14,61.79,92.31,2.12,27.08,spindle_bearing_failure,warning
cnc,0.81,37.62,40.5,77.9,2.1,27.28,none,running
cnc,2.6,40.58,22.46,55,2.1,27.07,tool_breakage,warning
cnc,0.62,37.67,34.95,62.28,2.09,26.25,none,running
cnc,5.63,66.1,45.45,82.43,2.06,26.75,tool_breakage,fault
cnc,3.19,51.15,67.48,85.1,1.47,27,lubrication_failure,warning
cnc,3.12,48,57.62,90.12,2.08,25.26,spindle_bearing_failure,warning
cnc,6.56,73.07,47.5,99.81,2.18,26.18,tool_breakage,fault
cnc,2.19,47.21,57.15,74.83,0.84,24.83,lubrication_failure,warning
cnc,4.89,86.39,56.47,104.06,2.03,25.35,tool_breakage,fault
cnc,3.15,44,58.74,85.19,1.02,26.22,lubrication_failure,warning
cnc,4.07,55.41,65.17,92.32,0.88,25.52,lubrication_failure,warning
cnc,0.44,24.01,21.71,55,2.22,25.02,none,running
cnc,0.9,50.57,46.53,91.53,2.08,25.25,none,running
cnc,0.74,39.05,34.59,70.35,2.23,26.06,none,running
cnc,0.55,27.77,27.01,55,2.27,25.55,none,running
cnc,3.22,40.78,63.22,84.79,1.36,26.36,lubrication_failure,warning
cnc,1.89,39.92,54.35,80.21,2.08,26.01,spindle_bearing_failure,running
cnc,1,46.42,44.59,91.06,2.05,25.51,none,running
cnc,0.7,36.11,36.18,69.44,1.95,25.22,none,running
cnc,3.43,52.64,54.06,82.72,2.01,27.36,spindle_bearing_failure,warning
cnc,0.65,25.37,25.55,55,2.05,26.2,tool_wear,running
cnc,0.91,44.5,46.36,85.68,2.25,24.25,none,running
cnc,0.82,44.89,43.35,78.64,2.05,25.74,none,running
cnc,4.17,62.8,45.29,83.87,1.89,27.46,tool_breakage,warning
cnc,3,47.51,52.07,72.76,1.09,25.69,lubrication_failure,warning
cnc,3.4,48.33,58.95,96.36,2.03,25.84,spindle_bearing_failure,warning
cnc,1.27,23.86,28.76,55,0.91,26.59,lubrication_failure,warning
cnc,1.59,58.04,54.85,89.5,2.17,26.58,tool_wear,running
cnc,7.86,81.96,54.78,99.55,1.96,26.2,tool_breakage,fault
cnc,0.78,47.22,43.09,89.49,2.17,26.41,none,running
cnc,3.89,75.94,43.34,90.84,2.02,25.53,tool_breakage,warning
cnc,0.47,25.93,24.3,55,2.04,27.99,none,running
cnc,6.21,82.32,49.48,92.84,2.1,28.14,tool_breakage,fault
cnc,0.62,26.99,27.23,55,1.98,25.14,tool_wear,running
cnc,2.5,47.75,58.3,88.96,2,27.36,spindle_bearing_failure,warning
cnc,4.79,60.21,34.81,63.94,2.02,25.84,tool_breakage,fault
cnc,2.1,47.95,56.73,96.46,1.23,24.98,lubrication_failure,warning
cnc,2.84,52.23,53.78,74.88,0.83,26.93,none,warning
cnc,3.74,38.48,58.99,80.65,2.07,24.9,spindle_bearing_failure,warning
cnc,0.67,27.84,21.96,55,1.92,26.39,tool_wear,running
cnc,0.86,41.86,44.21,83.96,2.01,26.41,none,running
cnc,1.67,69.69,52.48,96.28,2.17,25.61,tool_wear,warning
cnc,1.38,56.85,42.9,82.41,2.17,26.95,tool_wear,running
cnc,1.62,57.52,49.99,81.44,2.31,26.52,none,running
cnc,1.84,51.31,56.71,74.41,0.66,26.99,lubrication_failure,fault
cnc,1.25,28.2,38.77,57.42,2.06,27.09,spindle_bearing_failure,running
cnc,1.69,65.34,57.53,98.67,2.06,24.83,tool_wear,warning
cnc,2.09,43.81,52.81,88.45,2.21,26.07,spindle_bearing_failure,warning
cnc,2.12,49.57,62.91,96.96,1.37,25.31,lubrication_failure,warning
cnc,2.64,44.18,51.46,89.31,2.19,26.1,spindle_bearing_failure,warning
cnc,2.76,54.22,68.37,90.03,1.04,26,lubrication_failure,warning
cnc,0.82,42.46,44.4,83.87,2.13,26.71,none,running
cnc,2.46,51.82,59.9,86.31,1.97,26.98,spindle_bearing_failure,warning
cnc,5.76,73.26,48.88,99.03,1.95,24.8,tool_breakage,fault
cnc,0.7,37.24,34.9,65.48,2.32,25.95,none,running
cnc,0.88,42.63,44.48,82.72,2.12,24.92,none,running
cnc,1.1,54.92,50.19,81.41,2.12,25.85,tool_wear,running
cnc,4.47,74.87,43.69,86.95,2.1,26.13,tool_breakage,warning
cnc,2.08,41.04,64.61,88.05,2.11,25.38,spindle_bearing_failure,warning
cnc,0.72,34.77,36.88,64.75,2.07,25.6,none,running
cnc,0.68,34.27,35.68,72.73,2.04,24.99,none,running
cnc,0.84,47.79,44.37,90.49,2.15,25.22,none,running
cnc,3.74,51.31,70.7,99.51,0.72,26.2,lubrication_failure,fault
cnc,4.69,60.04,34.95,65.54,2.15,24.49,tool_breakage,fault
cnc,1.17,44.73,43.61,80.51,2.11,26.82,tool_wear,running
cnc,2.87,49.31,48.62,83.13,2.1,26.28,spindle_bearing_failure,warning
cnc,0.82,43.34,43.08,80.31,2.18,25.62,none,running
cnc,5.68,62.72,43.16,83.8,2.14,25.77,tool_breakage,fault
