machine_type,vibration_mm_s,motor_current_A,gearbox_temperature_C,belt_speed_mps,load_kg,belt_alignment_mm,active_failure,status
conveyor,1.56,8.11,63.2,0.55,149.35,8.25,belt_slip,warning
conveyor,3.81,10.76,78.01,1.47,280.17,5.72,overload,warning
conveyor,2.77,11.33,62.64,1.35,282.1,5.67,overload,warning
conveyor,5.44,20.15,88.42,0.2,647.3,9.19,jam,fault
conveyor,0.98,9.01,49.35,1.31,265.1,5.98,belt_misalignment,running
conveyor,3.91,7.32,46.68,1.42,227.22,6,roller_bearing_failure,warning
conveyor,1.5,9.1,61.49,0.9,155.38,7.21,belt_slip,warning
conveyor,4.18,12.38,56.99,0.12,397.03,4.39,jam,fault
conveyor,4.95,8.88,48.91,1.57,259.65,1.49,roller_bearing_failure,fault
conveyor,1.63,9.81,67.32,1.24,198.62,6.25,gearbox_overheating,warning
conveyor,0.83,8.05,43.71,1.52,218.55,3.28,none,running
conveyor,1.55,13.45,77.57,1.34,215.43,3.79,gearbox_overheating,warning
conveyor,0.71,5.51,46.29,1.5,202.47,1.07,none,running
conveyor,2.69,13.43,104.35,1.29,403.65,4.64,gearbox_overheating,fault
conveyor,1.81,8.75,93.99,1.14,246.81,3.15,gearbox_overheating,fault
conveyor,1.71,6.6,45.6,1.32,159.99,4.61,roller_bearing_failure,running
conveyor,3.05,9.03,76.2,1.21,386.12,6.29,overload,fault
conveyor,1.56,11.18,78.27,1.38,261.38,5.64,gearbox_overheating,warning
conveyor,2.31,20.27,70.62,0.24,572.27,5.65,jam,fault
conveyor,0.87,12.25,48.05,0.96,154.47,2.19,belt_slip,warning
conveyor,2.45,6.41,38.58,1.51,248.32,3.18,roller_bearing_failure,warning
conveyor,1.97,8.03,69.31,1.47,234.63,5.69,gearbox_overheating,warning
conveyor,0.7,6.56,37.94,1.52,179.94,4.44,none,running
conveyor,0.71,5.4,47.04,1.38,136.08,0.85,none,running
conveyor,2.1,8.36,57.7,1.32,148.61,5.21,belt_misalignment,warning
conveyor,2.85,7.54,70.94,1.42,187.48,4.83,gearbox_overheating,warning
conveyor,4.21,8.76,59.04,1.37,224.19,5.92,roller_bearing_failure,fault
conveyor,0.37,9.26,54.23,1.19,185.5,4.34,belt_misalignment,running
conveyor,3.32,7.58,53.81,1.28,126.04,4.63,roller_bearing_failure,warning
conveyor,0.95,7.94,42.45,1.48,143.04,4.62,none,running
conveyor,0.57,5.18,40.16,1.53,225.53,3.3,none,running
conveyor,3.43,13.41,73.81,0.5,648.56,6.1,jam,fault
conveyor,0.85,7.78,46.91,1.38,222.81,2.23,none,running
conveyor,1.27,6.99,44.76,1.42,129.83,1.85,none,running
conveyor,3.14,6.38,53.06,1.48,170.97,4.7,roller_bearing_failure,warning
conveyor,2.14,8.46,41.03,0.54,148.52,4.46,belt_slip,warning
conveyor,3.66,21.65,62.38,0.23,603.39,4.64,jam,fault
conveyor,5.38,18.17,79.55,0.22,429.52,7.95,jam,fault
conveyor,3.59,7.37,93.91,1.31,205.75,6.96,gearbox_overheating,fault
conveyor,1.93,7.73,85.85,1.27,347.55,3.54,gearbox_overheating,fault
conveyor,4.59,18.61,55.63,0.17,277.24,5.57,jam,fault
conveyor,3.33,14.28,89.76,0.69,277.4,7.17,jam,fault
conveyor,1.15,6.07,47.11,1.51,203.92,3.07,none,running
conveyor,4.08,21.96,91.3,0.06,637.49,5.72,jam,fault
conveyor,3.26,21.12,92.07,0.78,357.75,5.13,jam,fault
conveyor,3.36,6.4,64.01,1.11,289.59,12.62,belt_misalignment,fault
conveyor,0.77,5.51,41.33,1.55,240.48,2.28,none,running
conveyor,3.66,5.87,51.31,1.5,222.5,5.72,roller_bearing_failure,warning
conveyor,2.45,12.69,60.83,0.31,606.46,8.39,jam,fault
conveyor,4.78,18.99,82.74,0.16,566.35,3.24,jam,fault
conveyor,4.68,6.24,61.04,1.29,208.23,3.51,roller_bearing_failure,fault
conveyor,2.83,9.5,63.83,1.4,290.25,5.89,gearbox_overheating,warning
conveyor,2.12,7.64,58.67,1.65,128.06,4.32,roller_bearing_failure,warning
conveyor,2.76,18.31,80.08,0.39,581.46,4.82,jam,fault
conveyor,1.43,12.07,67.54,1.51,235,2.73,gearbox_overheating,warning
conveyor,2.35,11.74,66.2,0.6,226.85,4.28,belt_slip,warning
conveyor,5.42,6.82,42.48,1.25,225.11,6.66,roller_bearing_failure,fault
conveyor,3.04,19.96,60.86,0.6,567.03,7.28,jam,fault
conveyor,1.39,6.52,59.89,1.27,155.28,3.51,roller_bearing_failure,running
conveyor,4.98,8.71,53.97,1.62,211.96,4.24,belt_slip,fault
conveyor,3.48,11.02,53.37,1.36,376.67,5.45,overload,warning
conveyor,1.98,6.35,44.84,1.48,138.42,2.61,roller_bearing_failure,running
conveyor,1.45,9.5,41.66,1.3,169.07,14.65,belt_misalignment,fault
conveyor,1.97,7.8,57.24,1.51,176.47,3.53,roller_bearing_failure,running
conveyor,1.72,11.44,53.14,1.45,357.52,6.31,overload,warning
conveyor,5.3,21.15,92.89,0.28,480.76,10.33,jam,fault
conveyor,4.19,9.76,59.66,1.48,192.82,5.36,roller_bearing_failure,fault
conveyor,3.46,8.12,36.67,1.67,142.33,2.28,roller_bearing_failure,warning
conveyor,2.75,8.78,57.8,0.69,240.69,4.7,belt_slip,warning
conveyor,2.41,9.67,44.5,1.02,122.39,7.32,belt_slip,warning
conveyor,3.1,7.01,48.13,1.36,323.09,6.99,belt_misalignment,warning
conveyor,1.16,14.84,83.06,0.59,396.71,10.59,jam,fault
conveyor,3.24,17.2,92.69,0.63,650,9.25,jam,fault
conveyor,1.52,18.42,60.59,0.28,595.36,7.44,jam,fault
conveyor,1.02,14.59,63.1,1.21,269.13,5.57,overload,fault
conveyor,0.59,6.93,40.49,1.48,136.75,4.61,none,running
conveyor,0.86,7.64,51.5,1.44,157.92,1.04,none,running
conveyor,0.65,7.26,45.76,1.44,264.88,2.25,none,running
conveyor,1.83,8.65,46.79,1.25,141.01,9.58,belt_misalignment,warning
conveyor,1.54,12.72,61.73,0.55,156.41,4.66,belt_slip,warning
conveyor,0.84,5.85,43.56,1.48,283.81,4.91,none,warning
conveyor,1.96,12.6,86.2,0.28,390.25,3.4,jam,fault
conveyor,1.7,9.63,59.52,1.18,145.82,6.76,belt_misalignment,warning
conveyor,3.62,10.35,54.28,1.37,251.59,12.1,belt_misalignment,fault
conveyor,2.72,18.01,77.2,0.74,464.45,7.85,overload,fault
conveyor,3.07,13.84,72.52,1.2,372.58,4.94,overload,warning
conveyor,1.37,6.9,58.35,1.5,139.42,4.92,roller_bearing_failure,running
conveyor,2.93,11.19,60.33,0.51,215.25,4.54,belt_slip,warning
conveyor,1.5,10.33,58.6,1.45,194.96,8.49,belt_misalignment,warning
conveyor,4.49,6.76,50.71,1.24,247.06,4.4,roller_bearing_failure,fault
conveyor,3.2,12.79,84.38,0.66,562.05,10.63,jam,fault
conveyor,2.74,8.22,43.64,0.84,178.7,7.39,belt_slip,warning
conveyor,1.42,6.39,40.12,1.66,147.76,4.24,none,running
conveyor,0.58,6.53,41.42,1.67,172.54,2.88,none,running
conveyor,2.1,12.48,106.55,1.29,318.39,4.52,gearbox_overheating,fault
conveyor,3.37,10.81,56.21,1.18,235.49,8,belt_misalignment,warning
conveyor,1.13,10.62,66.31,1.35,349.34,5.43,gearbox_overheating,warning
conveyor,2.28,13.89,81.76,1.55,228.46,3.29,gearbox_overheating,fault
conveyor,1.21,12.67,54.69,0.5,191.6,4.25,belt_slip,warning
conveyor,1.14,7.79,38.88,1.6,148.13,2.54,none,running
conveyor,2.62,9.05,45.59,1.47,229.26,6.01,roller_bearing_failure,warning
conveyor,0.76,6.05,41.65,1.3,196.27,3.72,none,running
conveyor,1.61,9.58,42.32,1.18,177.11,9.48,belt_misalignment,warning
conveyor,5.4,17.95,58.68,0.04,577.57,6.53,belt_misalignment,fault
conveyor,2.17,11.81,46.99,1.07,222.14,7.4,belt_slip,warning
conveyor,3.66,13.27,96.65,0.52,650,8.7,jam,fault
conveyor,2.3,9.38,57.35,1.55,208.87,4.21,roller_bearing_failure,warning
conveyor,0.9,5.64,36.05,1.71,235.26,3.07,none,running
conveyor,0.66,7.43,50.22,1.41,219.14,4.71,none,running
conveyor,3.77,17.24,62.12,0.18,514.59,7.41,jam,fault
conveyor,1.13,7.33,96.87,1.3,182.21,4.82,gearbox_overheating,fault
conveyor,2.76,10.52,72.17,1.38,339.82,3.11,overload,warning
conveyor,1.88,8.44,75.52,0.97,289.01,6.36,overload,warning
conveyor,3.9,17.44,82.63,0.59,287.97,3.56,none,fault
conveyor,0.95,6.55,43.37,1.36,260.97,2.9,none,running
conveyor,1.24,5.9,42.35,1.4,231.16,1.28,none,running
conveyor,2.01,12.13,73.13,1.32,372.47,6.31,gearbox_overheating,warning
conveyor,2.51,7.89,49.52,1.38,217.25,11.51,belt_misalignment,fault
conveyor,3.31,11.53,99.94,1.32,415.08,3.74,gearbox_overheating,fault
conveyor,1.39,9.85,63.62,1.33,442.37,5.89,gearbox_overheating,fault
conveyor,3.22,17.72,95.61,0.08,583.05,9.09,jam,fault
conveyor,1.36,20.82,59.01,0.87,367.26,6.75,overload,fault
conveyor,1.12,6.66,55.7,0.97,479.44,3.22,overload,fault
conveyor,2.03,12.87,52.33,1.25,568.1,7.03,overload,fault
conveyor,2.57,7.79,49.66,1.07,216.64,3.79,belt_slip,warning
conveyor,2.06,19.38,82.35,0.36,402.65,4.96,jam,fault
conveyor,1.13,8.17,48.17,1.33,207.04,6.51,roller_bearing_failure,warning
conveyor,1.42,7.96,56.91,0.9,434.22,4.76,overload,fault
conveyor,1.78,13.88,102.89,1.13,254.68,6.62,gearbox_overheating,fault
conveyor,1.86,13.72,83.07,1.45,293.61,6.47,gearbox_overheating,fault
conveyor,0.93,7.17,42.95,1.44,164.44,4.58,none,running
conveyor,1.14,14.46,85.46,0.38,349.04,3.82,jam,fault
conveyor,2.14,11.15,99.78,1.22,273.92,4.25,gearbox_overheating,fault
conveyor,3.07,9.99,42.37,1.22,251.47,2.15,roller_bearing_failure,warning
conveyor,4.26,18.99,69.72,0.37,292.84,10.07,jam,fault
conveyor,2.48,12.61,65.93,0.7,521.77,10.01,jam,fault
conveyor,4.19,12.64,78.18,0.06,479.47,4.03,jam,fault
conveyor,2.62,9.14,65.94,1.65,140.81,4.11,gearbox_overheating,warning
conveyor,1.43,14.18,75.69,1.4,396.34,5.77,overload,fault
conveyor,1.45,15.13,77.15,0.36,284.58,3.6,jam,fault
conveyor,0.97,7.89,50.17,1.64,163.37,1.34,none,running
conveyor,1.54,8.05,76.71,1.42,315.4,6.26,gearbox_overheating,warning
conveyor,0.91,11.76,67.66,1.5,457.04,4.25,overload,fault
conveyor,1.32,12.38,44.84,1.12,313.63,4.83,belt_slip,warning
conveyor,2.89,7.49,51.21,0.99,204.4,6.37,belt_slip,warning
conveyor,1.28,5.48,50.83,1.66,124.42,1.91,none,running
conveyor,2.78,8.36,47.65,1.03,197.69,7.05,belt_slip,warning
conveyor,1.61,19.26,61.23,1,458.4,6.97,overload,fault
conveyor,2.45,9.21,59.06,0.55,192.93,6.66,overload,warning
conveyor,2.38,11.86,73.46,0.47,384.78,4.62,jam,fault
conveyor,2.19,7.94,98.17,1.5,238.86,6.67,gearbox_overheating,fault
conveyor,2.9,16.35,67.41,0.86,391.24,5.21,overload,fault
conveyor,1.09,18.6,62.48,1.32,574.35,7.21,overload,fault
conveyor,3.28,7.28,58.37,1.57,239.33,2.55,roller_bearing_failure,warning
conveyor,1.55,10.84,74.27,1.24,312.91,2.12,gearbox_overheating,warning
conveyor,1.55,9.32,58.5,0.45,141.49,2.74,belt_slip,running
conveyor,3.7,10.82,69.34,1.07,293.29,3.28,overload,warning
conveyor,0.94,7.39,49.84,1.48,145.22,2.3,none,running
conveyor,0.69,7.69,49.2,0.96,171.54,3.38,belt_slip,running
conveyor,2.17,8.99,54.94,0.98,224.12,6.08,belt_slip,warning
conveyor,0.81,6.24,42.83,1.51,199.1,2.4,none,running
conveyor,5.15,15.9,68.07,0.03,515.39,11.7,jam,fault
conveyor,3.15,19.11,62.72,1.22,502.14,6.43,overload,fault
conveyor,3.8,20.25,64.58,0.17,608.96,7.75,jam,fault
conveyor,2.66,10.28,78.62,1.47,350.9,5.64,jam,warning
conveyor,2.3,8.38,58.58,1.14,242.04,7.96,belt_slip,warning
conveyor,1.88,12.5,82.2,1.41,362.75,1.49,gearbox_overheating,fault
conveyor,0.98,6.44,42.12,1.55,238.42,3.84,none,running
conveyor,4.32,18.18,93.38,0.38,650,3.7,jam,fault
conveyor,1.18,7.83,45.71,1.26,221.49,9.65,belt_misalignment,warning
conveyor,3.64,7.64,57.54,1.14,162.92,13.06,belt_misalignment,fault
conveyor,2.63,16.2,53.51,0.56,543.18,10.46,jam,fault
conveyor,1.74,13.75,100.08,1.2,357.69,2.12,gearbox_overheating,fault
conveyor,1.26,5.36,41.19,1.33,296.91,3.59,none,warning
conveyor,2.92,9,49.49,1.22,216.66,8.58,belt_misalignment,warning
conveyor,1.47,7.55,57.37,1.4,212.14,14.38,belt_misalignment,fault
conveyor,0.81,7.34,42.08,1.58,165.72,3.32,none,running
conveyor,2.8,6.68,46.31,1.21,208.6,8.89,belt_misalignment,warning
conveyor,3.58,17.13,63,1.03,475.4,2.21,overload,fault
conveyor,1.37,6.96,56.49,1.3,202.72,11.89,belt_misalignment,fault
conveyor,3.22,10.95,40.87,1.39,215.71,10.04,belt_misalignment,fault
conveyor,2.3,12.25,53.6,0.62,266.85,5.11,belt_slip,warning
conveyor,2.43,10.32,55.82,1.11,168.92,5.16,belt_slip,warning
conveyor,3.6,8.88,48.23,1.57,178.05,3.37,roller_bearing_failure,warning
conveyor,1.59,10.93,59.65,1.22,158.69,9.41,belt_misalignment,warning
conveyor,0.71,6.77,49.42,1.51,268.08,2.47,none,running
conveyor,0.92,6.03,45.54,1.69,212.06,4.29,none,running
conveyor,1.27,5.87,45.17,1.41,190.45,1.07,none,running
conveyor,5.24,18.85,66.56,0.27,421,9.22,jam,fault
conveyor,0.38,11.1,66,0.88,127.23,2.37,belt_slip,warning
conveyor,1.21,7.32,38.77,1.45,201.27,2.36,none,running
conveyor,1.61,21.6,75.87,0.48,565.46,9.11,jam,fault
conveyor,4.03,6.67,57.13,1.41,278.32,4.35,roller_bearing_failure,fault
conveyor,2.4,11.58,53.09,1.45,459.53,2.24,overload,fault
conveyor,1.56,7.1,47.98,1.29,197.3,14.71,belt_misalignment,fault
conveyor,3.34,12.6,75.64,1.5,385.97,3.85,gearbox_overheating,fault
conveyor,0.78,7.18,45.52,1.65,229.32,0.45,none,running
conveyor,2.18,8.04,56.85,1.23,214.29,5.89,belt_misalignment,warning
conveyor,0.79,5.41,42.78,1.52,209.79,3.95,none,running
conveyor,2.63,8.57,83.35,1.47,176.24,2.62,gearbox_overheating,fault
conveyor,4.59,17.15,92.74,0.2,536.18,11.05,jam,fault
conveyor,2.56,10.49,64.95,1.38,235.92,14.51,belt_misalignment,fault
conveyor,1.52,10.56,55.12,1.08,202.98,5.46,belt_slip,warning
conveyor,0.82,5.86,39.09,1.36,253.28,3.07,none,running
conveyor,1.81,12.19,44.44,0.48,124.6,8.29,belt_slip,warning
conveyor,1.08,11.23,49.87,0.86,285.87,6.46,belt_slip,warning
conveyor,0.57,15.43,88.35,1.4,382.25,7.49,gearbox_overheating,fault
conveyor,0.54,5.86,49.74,1.48,262.71,4.12,none,running
conveyor,3.01,20.63,73.14,0.54,477.05,6.25,jam,fault
conveyor,1,5.76,45.87,1.5,268.47,2.18,none,running
conveyor,1.29,10.4,52.34,1.05,183.17,4.4,belt_slip,warning
conveyor,1.84,7.59,58.13,1.46,188.63,1.73,roller_bearing_failure,running
conveyor,1.64,10.58,64.82,0.86,220.36,4.42,belt_slip,warning
conveyor,0.76,9.88,42.81,0.8,169.16,3.34,belt_slip,running
conveyor,3.5,9.1,43.81,1.22,198.8,14,belt_misalignment,fault
conveyor,1.09,10.17,107.68,1.33,217.62,2.24,gearbox_overheating,fault
conveyor,2.57,11.68,77.94,1.43,209.62,4.54,gearbox_overheating,warning
conveyor,4.13,12.78,73.68,0.19,422.05,5.02,jam,fault
conveyor,3.4,8.95,62.64,1.53,246.06,3.54,roller_bearing_failure,warning
conveyor,1.1,14.29,96.29,1.39,198.68,2.21,gearbox_overheating,fault
conveyor,2.26,11.2,109.21,1.22,188.44,5.41,gearbox_overheating,fault
conveyor,1.93,11.89,68.36,1.31,160.02,6.22,gearbox_overheating,warning
conveyor,2.95,10.34,53.08,1.53,274.75,11.74,belt_misalignment,fault
conveyor,1.38,5.52,48.61,1.32,198.64,3.38,none,running
conveyor,1.09,6.54,39.47,1.59,178.59,4.42,none,running
conveyor,2.09,9.84,72.39,1.21,401.76,3.16,overload,fault
conveyor,4.14,7.76,54.63,1.33,220.49,2.23,roller_bearing_failure,fault
conveyor,2.91,7.05,45.7,1.4,127.98,14.7,belt_misalignment,fault
conveyor,3.5,12.84,54.61,0,520.94,4.47,jam,fault
conveyor,2.24,9.12,100.76,1.22,261.79,2.35,gearbox_overheating,fault
conveyor,1.98,11.28,49.74,0.74,152.99,4.5,belt_slip,warning
conveyor,4.97,18.74,61.06,0.39,344.93,9.35,jam,fault
conveyor,2.03,21.59,94.43,0.61,397.43,7.48,jam,fault
conveyor,3.1,12.91,50.8,0.84,312.25,6.32,overload,warning
conveyor,1.58,11.98,49.25,0.48,172.29,3.11,belt_slip,warning
conveyor,1.72,9.81,56.33,0.57,151.31,7.8,belt_slip,warning
conveyor,1.67,9.88,62.25,1.04,172.35,3.49,belt_slip,running
conveyor,1.75,17.73,73.46,0.46,481.92,2.71,jam,fault
conveyor,4.04,15.34,75.07,0.66,563.15,4.44,belt_misalignment,fault
conveyor,2.48,6.28,55.53,1.63,239.05,1.6,roller_bearing_failure,warning
conveyor,2.2,11.2,50.63,0.99,197.68,3.86,belt_slip,warning
conveyor,2.96,10.33,58.94,1.51,158.96,9.71,belt_misalignment,warning
conveyor,1.25,15.05,54.45,0.36,389.11,4.6,jam,fault
conveyor,1.41,14,75.78,1.15,515.91,5.51,overload,fault
conveyor,2.97,8.09,45.86,1.27,191.04,1.91,roller_bearing_failure,warning
conveyor,2.39,7.86,63.1,1.31,185.3,11.17,belt_misalignment,fault
conveyor,1.49,13.83,61.42,0.51,137.37,1.39,belt_slip,warning
conveyor,0.88,14.42,58.67,0.79,367.98,3.41,overload,fault
conveyor,2.99,19.9,57.09,0.04,414.12,7.31,jam,fault
conveyor,1.96,9.37,100.58,1.55,301.99,2.05,gearbox_overheating,fault
conveyor,2.19,14.94,59.02,1.05,432.16,7.06,overload,fault
conveyor,1.41,11.19,101.26,1.22,228.81,5.66,gearbox_overheating,fault
conveyor,1.2,11.88,56.19,0.69,171.16,3.57,belt_slip,warning
conveyor,1.38,6.75,46.63,1.14,226.95,1.93,belt_slip,running
conveyor,2.5,20.2,92.81,0.45,613.36,3.48,jam,fault
conveyor,0.5,7.34,37.13,1.31,179.14,1.37,none,running
conveyor,2.41,6.48,51.75,1.57,155.91,2.24,roller_bearing_failure,warning
conveyor,2.57,9.98,53.66,1.11,245.47,13.14,belt_misalignment,fault
conveyor,2.41,7.62,43.96,1.12,156.17,4.55,belt_slip,warning
conveyor,4.48,20.38,92.89,0.2,467.54,5.23,jam,fault
conveyor,0.89,5.95,37.48,1.57,234.02,2.65,none,running
conveyor,0.91,5.35,49.42,1.41,183.39,2.3,none,running
conveyor,4.72,15.14,71.97,0.48,604.97,10.27,jam,fault
conveyor,2.63,14.51,58.41,0.99,342.86,6.52,overload,fault
conveyor,1.02,12.22,50.46,1.29,383.76,2.35,overload,fault
conveyor,2.96,12.64,47.01,1.01,215.96,3.54,belt_slip,warning
conveyor,1.38,6.35,44.06,1.53,96.94,3.45,none,running
conveyor,1.71,14.25,99.53,1.47,201.92,5.05,gearbox_overheating,fault
conveyor,4.16,7.66,55.04,1.16,255.97,3.54,roller_bearing_failure,fault
conveyor,1.63,9.13,47.51,0.5,212.75,5.07,belt_slip,running
conveyor,3.05,8.35,95.8,1.36,235.14,5.81,gearbox_overheating,fault
conveyor,2.41,10.54,46.22,0.91,223.09,3.32,belt_slip,warning
conveyor,2.49,11.64,60.14,0.98,218.39,3.8,belt_slip,warning
conveyor,1.33,8.68,104,1.28,352.78,2.98,gearbox_overheating,fault
conveyor,0.66,6.18,44.78,1.58,145.39,0.96,none,running
conveyor,1,12.57,60.5,0.98,163.06,4.76,belt_slip,warning
conveyor,2.75,5.77,55.07,1.69,267.16,2.5,roller_bearing_failure,warning
conveyor,4.52,14.48,74.21,0,581.57,11.1,jam,fault
conveyor,3.32,6.08,55.14,1.57,246.17,5.42,roller_bearing_failure,warning
conveyor,2.48,7.92,61.27,0.57,250.88,7.18,belt_slip,warning
conveyor,2.74,9.26,87.04,1.35,185.02,4.79,gearbox_overheating,fault
conveyor,2.37,10.05,66.54,1.42,225.87,10.73,belt_misalignment,fault
conveyor,3.36,8.79,51.73,1.65,194.91,2.54,roller_bearing_failure,warning
conveyor,2.77,11.1,61.83,0.86,428.27,7.13,overload,fault
conveyor,2.35,6.36,51.7,1.53,121.96,3.08,roller_bearing_failure,warning
conveyor,1.17,10.03,68.35,1.25,536.01,6.94,overload,fault
conveyor,2.66,7.58,64.46,0.94,112.46,2.87,belt_slip,warning
conveyor,2.38,9.29,56.25,0.95,170.48,5.93,belt_slip,warning
conveyor,1.41,5.02,40.82,1.51,254.32,1.08,none,running
conveyor,1.17,11.63,89.25,1.27,242.64,4.57,gearbox_overheating,fault
conveyor,1.79,7.82,94.1,1.19,185.49,4.2,gearbox_overheating,fault
conveyor,1.62,14.09,46.54,1.07,307,2.64,overload,fault
conveyor,1.27,8.02,56.89,1.24,280.5,8.31,belt_misalignment,warning
conveyor,1.29,8.69,98.44,1.52,198.69,6.61,gearbox_overheating,fault
conveyor,1.25,10.01,62.75,0.87,203.55,7.06,belt_slip,warning
conveyor,1.79,16.82,60.93,0.4,539.14,4.52,jam,fault
conveyor,2.66,18.75,77.41,1.08,359.3,4.72,overload,fault
conveyor,0.84,6.78,44.01,1.4,194.88,3.89,none,running
conveyor,2.32,9.97,110.61,1.55,201.13,1.33,gearbox_overheating,fault
conveyor,0.88,5.52,36.63,1.48,147.73,3.31,none,running
conveyor,2.47,6.85,47,1.04,232.85,2.94,belt_slip,warning
conveyor,3.21,9.26,53.81,1.52,214.56,5.03,roller_bearing_failure,warning
conveyor,4.75,12.22,90.07,0.62,592.58,5.48,jam,fault
conveyor,5.18,20.26,83.43,0.13,380.26,8.94,jam,fault
conveyor,0.85,9.56,66.84,0.97,158.72,3.81,belt_slip,warning
conveyor,2.13,19.09,91.98,0.28,336.82,6.69,jam,fault
conveyor,3.5,16.25,68.58,0.49,446.63,3.38,jam,fault
conveyor,3.2,6.36,55.38,1.14,255.7,14.41,jam,fault
conveyor,1.56,16.52,55.98,1.33,514.68,3.39,overload,fault
conveyor,2.98,10.92,69.06,1.32,380.68,2.75,overload,fault
conveyor,2.08,15.56,77.33,0.91,335.71,6.16,overload,fault
conveyor,1.66,10.26,61.96,1.33,236.42,9.08,belt_misalignment,warning
conveyor,3.28,13.31,91.36,0.12,283.75,10.22,jam,fault
conveyor,1.2,11.47,50.19,1.03,102.79,6.18,belt_slip,warning
conveyor,2.59,20.07,83.75,0.38,351.97,8.92,jam,fault
conveyor,1.89,12.42,79.53,1.43,376.25,6.9,gearbox_overheating,warning
conveyor,2.38,10.93,65.52,0.62,128.89,5.23,belt_slip,warning
conveyor,2.73,12.17,72.41,0.91,391.75,3.91,overload,fault
conveyor,1.35,6.17,46.58,1.45,270.76,3.68,none,running
conveyor,4.51,6.38,40.14,1.55,201.68,2.95,roller_bearing_failure,fault
conveyor,2.52,7.45,62.69,1.5,198.7,9.77,belt_misalignment,warning
conveyor,0.83,5.51,49.19,1.34,206.83,3.44,none,running
conveyor,3.16,7.27,61.21,1.43,178.92,3.76,roller_bearing_failure,warning
conveyor,1.77,7.73,63.29,1.57,152.87,8.85,belt_misalignment,warning
conveyor,1.58,16.5,57.94,0.91,417.39,2.94,overload,fault
conveyor,2.78,20.67,92.42,0.49,497.43,5.42,jam,fault
conveyor,0.87,16.65,71.56,1.05,389.11,3.96,overload,fault
conveyor,3.25,18.45,84.36,0.57,533.09,4.54,jam,fault
conveyor,2.31,14.36,77.51,0.49,312.46,6.43,jam,fault
conveyor,3.03,17.74,81.26,0.11,603.91,11.82,jam,fault
conveyor,3.16,14.81,82.22,0.42,300.21,7.37,jam,fault
conveyor,2.21,20.11,54.11,1.4,577.47,4.65,overload,fault
conveyor,2.75,10.75,61.92,1.03,220.13,5.18,overload,warning
conveyor,2.1,11.84,51.23,0.49,275.67,4.91,belt_slip,warning
conveyor,0.81,6.83,44.1,1.31,165.26,0.33,none,running
conveyor,1.08,17.59,70.53,1,348.59,3.87,overload,fault
conveyor,3.9,13.26,76.25,0.43,536.32,10.09,jam,fault
conveyor,1.43,10.08,44.26,1.13,239.15,10.66,belt_misalignment,fault
conveyor,1.08,8.32,48.72,0.96,357.62,7.22,belt_slip,warning
conveyor,0.86,7.54,44.38,1.5,122.33,2.04,none,running
conveyor,1.06,7.56,51.5,1.24,269.99,8.96,belt_misalignment,warning
conveyor,2.46,10.77,47.39,0.54,123.32,4.26,belt_slip,warning
conveyor,3.57,9.07,58.07,1.6,272.38,3.37,roller_bearing_failure,warning
conveyor,1.46,12.58,61.04,0.88,208.83,6.27,belt_slip,warning
conveyor,2.58,10.41,55.06,0.74,244.28,8.23,belt_slip,warning
conveyor,0.73,5.97,45.4,1.69,286.41,1.31,none,warning
conveyor,1.85,6.88,47.95,1.49,190.78,13.62,belt_misalignment,fault
conveyor,2.51,10.93,63.39,1.18,405.38,3.38,overload,fault
conveyor,2.86,11.83,64.03,1.25,336.94,4.6,gearbox_overheating,warning
conveyor,1.17,6.9,44,1.63,179.38,2.29,none,running
conveyor,2.48,12.74,63.49,0.98,509.42,3.15,overload,fault
conveyor,1.51,11.92,58.5,0.61,318.61,6.46,belt_slip,warning
conveyor,1.56,9.38,108.4,1.4,315.84,5.32,gearbox_overheating,fault
conveyor,1.85,20.45,67.15,0.05,579.41,6.19,jam,fault
conveyor,1.87,13,43.54,0.49,144.52,5.55,overload,warning
conveyor,2.43,10.52,102,1.25,264.04,3.24,gearbox_overheating,fault
conveyor,3.05,9.04,50.63,1.27,260.52,1.77,roller_bearing_failure,warning
conveyor,4.32,7.23,44.9,1.56,126.91,2.16,roller_bearing_failure,fault
conveyor,5.59,13.98,91.23,0.15,272.86,10.64,jam,fault
conveyor,1.92,7.73,101.63,1.44,230.06,5.16,gearbox_overheating,fault
conveyor,2.65,6.42,41.65,1.4,286.6,2.79,roller_bearing_failure,warning
conveyor,1.94,6.92,45.61,1.42,208.41,4.18,roller_bearing_failure,running
conveyor,1.91,13.48,66.44,1.4,370.9,1.77,gearbox_overheating,warning
conveyor,0.78,5.48,41.41,1.53,244.05,2.43,none,running
conveyor,1.91,11.8,64.92,0.8,203.19,1.83,belt_slip,warning
conveyor,1.62,10.06,56.63,0.66,171.35,4.68,belt_slip,warning
conveyor,1.84,8.53,54.83,1.56,242.34,7.47,belt_misalignment,warning
conveyor,3.53,7.07,48.49,1.26,212.24,8.44,belt_misalignment,warning
conveyor,1.19,4.73,48.79,1.61,168.17,4.88,none,running
conveyor,1.64,10.14,61.57,1.47,245.89,9.56,belt_misalignment,warning
conveyor,2.79,8.71,54.08,1.25,281.8,7.81,overload,warning
conveyor,3.1,15.92,71.02,0.22,646.98,9.92,jam,fault
conveyor,0.63,8.29,86.45,1.44,178.67,3.75,gearbox_overheating,fault
conveyor,3.64,11.25,70.55,1.41,542.43,3.71,overload,fault
