machine_type,vibration_mm_s,motor_current_A,bearing_temperature_C,suction_pressure_bar,discharge_pressure_bar,flow_rate_lpm,active_failure,status
pump,1.65,15.2,75.91,0.84,5.98,99.36,clogging,fault
pump,3.32,16.16,63.84,1.07,4.2,220.15,bearing_failure,warning
pump,2.21,15.35,85.14,0.36,0.33,30.17,dry_run,fault
pump,1.52,11.76,53.2,1.08,4.1,209.48,none,running
pump,1.33,10.63,57.66,1.28,3.51,244.85,none,running
pump,2.1,11.79,85.15,0.35,1.19,47.02,dry_run,fault
pump,4.78,13.65,54.26,0.63,2.63,141.89,cavitation,fault
pump,1.84,19.57,56.26,1.22,3.58,237.77,bearing_failure,warning
pump,2.54,9.69,93.11,0.4,1.01,69.7,dry_run,fault
pump,1.54,11.4,61.3,0.79,3.56,188.48,cavitation,warning
pump,2.79,15.79,81.89,1.02,3.57,223.67,bearing_failure,fault
pump,1.4,16.02,58.71,1.01,2.91,198.98,seal_leakage,warning
pump,1.64,11.74,59.39,1.23,3.8,214.57,none,running
pump,2.1,17.27,65.82,1.06,3.9,237.14,bearing_failure,warning
pump,0.75,18.36,62.05,1.13,1.85,135.44,impeller_damage,warning
pump,1.48,14.84,55.92,1.01,2.94,189.89,seal_leakage,running
pump,1.43,9.5,57.56,1.04,4,168.22,none,running
pump,0.96,14.1,53.38,0.91,3.54,196.53,seal_leakage,running
pump,4.11,15.28,72.32,0.87,4.38,237.94,bearing_failure,fault
pump,2.05,14.62,38.43,1.07,3.47,207.4,bearing_failure,warning
pump,1.38,14.83,67.19,0.89,1.97,149.73,impeller_damage,warning
pump,1.01,11.36,62.21,0.97,2.05,140.92,seal_leakage,warning
pump,2.22,9.97,86.58,0,1.18,75.91,dry_run,fault
pump,3.78,17.96,77.02,1.09,3.67,242.67,bearing_failure,fault
pump,1.99,17.6,57.53,0.81,3.3,152.49,cavitation,warning
pump,3.32,18.02,60.07,0.97,2.65,105.78,impeller_damage,warning
pump,1.93,17.99,56.07,0.66,3.47,159.9,cavitation,warning
pump,1.72,12.07,60.89,1.07,2.52,125.35,seal_leakage,running
pump,3.38,13.95,67.21,0.93,4.08,176.95,bearing_failure,warning
pump,2.3,17.72,64.56,0.41,6.56,95.96,clogging,fault
pump,1.65,12.45,53.11,1.06,4.3,184.69,none,running
pump,1.06,14.56,55.52,1.09,3.33,143.81,seal_leakage,running
pump,1.35,13.32,50.48,1.12,3.94,268.96,none,running
pump,1.49,12.04,50.7,1.07,4.52,194.67,none,running
pump,3.71,17.07,65.92,1.16,3.83,265.25,bearing_failure,fault
pump,1.86,14.76,60.64,0.82,3.07,216.19,seal_leakage,running
pump,2.47,20.11,56.81,0.94,6.2,122.83,clogging,fault
pump,2.59,15.14,79.94,0.2,0.53,35.29,bearing_failure,fault
pump,2.01,10.89,55.39,1.1,2.67,144.14,seal_leakage,warning
pump,4.25,11.09,73.66,0.31,0.49,65.53,dry_run,fault
pump,1.55,9.2,56.03,1.03,4.56,180.2,none,running
pump,2.98,18.65,73.13,0.59,5.31,44.9,clogging,fault
pump,2.41,13.68,47.4,0.83,3.83,180.12,bearing_failure,warning
pump,2.67,13.14,67.15,0.29,0.85,42.99,dry_run,fault
pump,1.62,11.49,58.86,1.02,4.01,168.79,none,running
pump,2.1,14.26,61.65,0.94,5.93,94.84,clogging,warning
pump,1.68,12.87,70.63,1.01,1.99,130.1,impeller_damage,warning
pump,4.73,12.75,74.34,0.5,1.18,75.85,dry_run,fault
pump,2.02,15.17,64.4,1.01,3.48,189.42,seal_leakage,warning
pump,1.11,11.66,56.29,1.19,3.76,149.36,seal_leakage,running
pump,1.17,16.71,59.92,0.24,3.55,184.43,cavitation,fault
pump,1.96,11.76,57.13,1.2,3.32,189.77,seal_leakage,running
pump,1.44,16.98,50.36,1.07,3.87,187.38,seal_leakage,warning
pump,1.96,14.21,65.88,0.28,2.42,140.41,cavitation,fault
pump,1.2,11.52,67.88,0.45,1.01,52.07,dry_run,fault
pump,2.3,18.09,69.29,0.91,2.01,75.2,impeller_damage,fault
pump,1.7,9.78,89.61,0.08,1.17,58.42,dry_run,fault
pump,3.23,13.81,73.52,0.97,3.5,179.16,bearing_failure,warning
pump,1.7,11.73,86.1,0,1.86,28.78,dry_run,fault
pump,1.63,17.28,73.95,0.77,5.94,82.59,clogging,warning
pump,1.95,12.12,75.51,0.26,0.55,28.98,dry_run,fault
pump,3.62,12,89.38,0.18,1.71,36.72,dry_run,fault
pump,2.28,11.58,82.65,1.23,3.48,156.49,bearing_failure,fault
pump,2.98,11.8,64,0.69,2.46,197.57,cavitation,warning
pump,2.54,17.08,65.79,0.94,2.22,93.22,impeller_damage,warning
pump,1.77,17.1,76.82,0.66,5.61,57.77,clogging,fault
pump,2.81,16.91,54.93,1.04,2.24,96.88,impeller_damage,warning
pump,2.06,8.79,60.47,0.83,4.56,196.39,none,warning
pump,2.99,14.48,58.55,0.54,2.89,105.56,cavitation,warning
pump,3.13,14.74,66.51,0.91,4,164.68,bearing_failure,warning
pump,1.93,17.17,74.64,0.43,5.73,78.34,clogging,fault
pump,3.83,12.85,59.78,0.46,2.31,135.61,cavitation,fault
pump,2.58,8.42,87.23,0,1.15,41.29,dry_run,fault
pump,2.8,11.89,55.24,0.54,2.31,182.57,cavitation,warning
pump,1.02,13.64,55.09,1.03,3.38,191.73,seal_leakage,running
pump,2.49,11.23,74.58,0.06,0.21,70.53,dry_run,fault
pump,1.41,12.52,51.4,1.18,4.71,206.06,none,running
pump,3.71,8.95,87.11,0.22,2.07,30.28,dry_run,fault
pump,4.1,12.7,54.47,0.71,3.35,167.92,cavitation,fault
pump,1.89,11.56,73.29,1.07,3.87,161.31,bearing_failure,warning
pump,1.48,12.64,50.56,0.96,3.74,213.99,none,running
pump,3.89,14.29,71.54,1.09,4.01,239.62,bearing_failure,fault
pump,2.26,10.3,57.18,1.12,3.13,141.68,seal_leakage,warning
pump,1.85,11.01,54.36,1.21,4.21,168.77,none,running
pump,2.4,18.22,62.23,0.25,3.6,128.32,cavitation,fault
pump,2.48,19.76,50.24,1,2.97,145.44,impeller_damage,warning
pump,2.74,6.98,93.53,0.37,0.88,34.24,dry_run,fault
pump,1.51,10.92,50.58,0.93,4.21,219.08,none,running
pump,3.28,21.98,60.3,0.75,6.63,99.59,clogging,fault
pump,1.53,16.91,60.1,0.43,4.58,100.6,clogging,fault
pump,3.17,15.54,69.83,0.93,4.28,222.35,bearing_failure,warning
pump,1.24,12.89,49.87,1.11,3.86,239.13,bearing_failure,running
pump,1.63,13.82,59,0.92,2.9,192.72,seal_leakage,running
pump,2.71,15.1,68.56,0.7,2.71,165.69,cavitation,warning
pump,2.16,23.86,64.82,0.4,4.99,84.79,clogging,fault
pump,1.34,14.28,54.8,1.15,4.72,273.61,none,running
pump,3.84,12.93,57.51,0.67,2.95,116.69,cavitation,fault
pump,1.4,12.27,53.02,0.9,3.68,159.27,seal_leakage,running
pump,1.84,12.43,51.65,0.96,3.92,198.08,bearing_failure,running
pump,3.15,21.53,73.97,0.4,5.28,123.23,clogging,fault
pump,1.61,17.53,57.34,0.62,4.55,162.24,clogging,warning
pump,1.73,24.21,67.67,0.4,5.69,72.49,clogging,fault
pump,0.91,12.49,86.39,0.2,0.05,81.03,dry_run,fault
pump,1.92,9.67,56.52,1.16,4.05,166.47,none,running
pump,3.64,10.46,64.15,0.27,0.35,23.02,dry_run,fault
pump,1.7,13.66,54.96,0.95,2.13,192.24,seal_leakage,warning
pump,2.43,20.97,57.48,0.94,5.63,46.83,clogging,fault
pump,2.18,17.4,85.63,0.22,1.46,0,dry_run,fault
pump,3.23,14.18,61.39,0.26,2.12,94.81,cavitation,fault
pump,2.91,14.3,73.15,1.1,3.9,266.45,cavitation,warning
pump,2.35,24.89,74.81,0.61,4.46,136.84,clogging,fault
pump,2.98,17.96,63.51,1.12,3.11,81.37,impeller_damage,warning
pump,2.08,8.12,76.8,0.21,0.98,49.63,dry_run,fault
pump,1.44,13.15,56.6,1.08,3.21,211.27,seal_leakage,running
pump,1.89,12.8,43.55,1.07,4.37,209.89,bearing_failure,running
pump,1.12,12.44,49.1,0.97,3.29,171.1,seal_leakage,running
pump,1.84,11.79,56.44,1.26,4.56,233.19,none,running
pump,1.77,13.01,83.46,0.35,1.86,37.35,dry_run,fault
pump,2.18,16.73,65.49,0.97,6.61,93.34,clogging,warning
pump,1.13,12.63,55.58,1.23,2.3,161.61,seal_leakage,warning
pump,3.65,8.62,67.43,0.07,0,76.68,dry_run,fault
pump,1.39,17.74,66.19,0.51,4.72,80.32,clogging,warning
pump,1.28,10.8,52.08,1.06,4.04,185.33,none,running
pump,1.36,15.41,62.48,0.8,2.84,128.72,impeller_damage,running
pump,2.1,18.82,59.53,1.07,1.56,143.18,impeller_damage,fault
pump,2.05,15.62,69.66,0.76,1.45,147.62,impeller_damage,fault
pump,2.16,20.53,70.86,1.06,2.09,113,impeller_damage,fault
pump,3.04,12.36,81.27,1.1,3.44,206.42,bearing_failure,fault
pump,2.18,11.16,59.65,0.91,2.4,197.41,seal_leakage,warning
pump,2.27,14.12,56.56,0.8,2.43,164.25,impeller_damage,warning
pump,2.54,12.44,64.86,0.91,3.63,220.55,bearing_failure,warning
pump,2.84,18.26,65.76,0.57,3.14,147.32,cavitation,warning
pump,2.32,14.28,70.95,0.89,3.32,93.97,impeller_damage,warning
pump,2.4,10.18,56.37,1,2.63,181.03,seal_leakage,warning
pump,1.72,24.16,74.47,0.95,5.03,54.92,clogging,fault
pump,1.85,12.36,50.65,1.2,2.89,120.92,seal_leakage,running
pump,1.71,27.34,61.56,0.74,4.43,100.93,clogging,fault
pump,2.68,8.64,82.59,0.19,1.35,36.75,dry_run,fault
pump,2.98,15.07,73.49,1.05,4.28,202.02,bearing_failure,warning
pump,1.02,12.85,63.99,1.13,2.73,140.95,impeller_damage,running
pump,2.66,13.43,54.67,0.44,2.97,143.85,cavitation,fault
pump,1.69,11.19,56.81,1.09,3.36,210.52,seal_leakage,running
pump,3.86,13.35,61.34,0.12,2.48,108.67,cavitation,fault
pump,3.38,15.35,58.9,0.83,1.97,182.78,impeller_damage,warning
pump,2.94,17.78,64.28,0.94,3.97,251.95,bearing_failure,warning
pump,2.49,16.04,62.8,1.09,2,162.76,impeller_damage,warning
pump,3.28,11.92,68.74,1.09,4.62,203.4,bearing_failure,warning
pump,2.3,17.65,75.47,0.65,6.1,70.4,clogging,fault
pump,2.22,14.47,65.36,1.11,2.03,185.01,seal_leakage,warning
pump,2.89,13.63,72.24,0.88,2.85,188.36,impeller_damage,warning
pump,0.97,13.78,54.61,1.13,4.48,240.39,none,running
pump,2.91,12.24,91.17,0.4,0.91,51.14,dry_run,fault
pump,1.34,10.06,56.89,1.25,4.16,164.34,none,running
pump,3.05,12.97,69.98,0.84,3.09,113.37,impeller_damage,warning
pump,1.69,12.28,83.28,0.14,0.46,39.35,dry_run,fault
pump,1.52,13.26,52.19,1.11,4.23,232.53,none,running
pump,4.69,10.26,83.19,0.09,1.23,35.56,dry_run,fault
pump,1.5,10.71,54.78,1,4.06,192.06,none,running
pump,2.48,14.85,74.9,0.99,3.47,218.05,bearing_failure,warning
pump,1.53,9.85,54.79,0.99,3.15,181.47,seal_leakage,running
pump,2.36,14.36,59.85,0.92,4.32,213.99,bearing_failure,warning
pump,1.93,11.24,67.35,0,0.94,15.32,dry_run,fault
pump,0.84,15.96,70.67,1.03,2.72,141.45,impeller_damage,warning
pump,1.7,16.58,68.55,0.71,4.55,94.39,clogging,warning
pump,2.95,14.47,64.76,0.63,2.41,111.12,cavitation,warning
pump,4.5,15.69,56.95,0.72,2.71,125.71,cavitation,fault
pump,2.93,17.75,61.39,1.17,3.15,90.07,impeller_damage,warning
pump,4.9,14.19,59.87,0.19,3.09,117.97,cavitation,fault
pump,3.7,10.32,90.84,0.27,1.07,66.54,dry_run,fault
pump,2.65,20.8,70.39,0.93,2.35,117.33,impeller_damage,fault
pump,1.54,15.66,62.93,1.01,3.52,192.74,bearing_failure,running
pump,2.91,13.33,66.45,0.26,3.6,125.47,cavitation,fault
pump,1.73,12.58,60.83,0.95,3.56,166.2,seal_leakage,running
pump,1.43,14.24,62.03,0.9,3.91,244.21,none,running
pump,1.39,12.5,56.55,0.77,1.79,134.45,impeller_damage,fault
pump,1.56,11.8,50.5,1.01,4.41,255.19,none,running
pump,3.63,12.99,62,0.24,3.29,168.45,cavitation,fault
pump,2.12,8.07,91.11,0.17,1.59,72.34,dry_run,fault
pump,2.14,16.17,58.54,1.09,2.15,152.24,impeller_damage,warning
pump,1.79,16.44,65.9,1.14,2.71,172.7,seal_leakage,warning
pump,2.21,14.89,66.41,0.12,1.28,34.05,dry_run,fault
pump,2.04,11.06,55.49,1.14,3.45,141.18,seal_leakage,warning
pump,1.83,18.73,67.52,0.82,6.67,91.21,clogging,warning
pump,4.47,9.96,71.62,0.14,0.72,17.6,dry_run,fault
pump,1.75,14.48,59.82,1.01,3.59,194.61,seal_leakage,running
pump,1.21,11.36,51.59,0.83,1.24,86.13,impeller_damage,fault
pump,1.59,16.78,57.39,1.08,4.54,277.27,none,warning
pump,5.75,17.71,61.2,0.28,2.26,181.4,cavitation,fault
pump,1.74,13.82,49.15,1.13,4.21,227.27,none,running
pump,2.43,17.47,70.34,0.85,1.61,115.41,impeller_damage,fault
pump,2.12,15.39,62.94,0.91,2.87,144.04,impeller_damage,warning
pump,2.62,17.87,71.85,0.32,5.91,56.3,clogging,fault
pump,1.65,15.91,51.17,1.01,3.41,152.53,seal_leakage,running
pump,2.32,13.31,49.73,1.05,3.37,145.79,seal_leakage,warning
pump,1.59,11.36,58.41,0.96,4.67,170.94,none,running
pump,3.06,24.17,74.23,0.86,6.5,56.41,clogging,fault
pump,2.45,12.21,66.13,0.94,2.5,155.46,seal_leakage,warning
pump,1.56,19.83,72.85,0.44,5.25,81.13,clogging,fault
pump,2.3,11.47,57.56,0.9,3.02,134.83,seal_leakage,warning
pump,2.63,17.14,76,0.86,3.89,237.53,bearing_failure,fault
pump,3.48,15.58,68.39,0.53,3.1,140.64,cavitation,warning
pump,1.85,14.53,59.63,0.98,1.65,87.56,impeller_damage,fault
pump,2.23,13.23,60.3,1.12,4.33,193.81,bearing_failure,warning
pump,2.22,16.9,59.97,1,2.68,153.82,impeller_damage,warning
pump,1.54,13.86,52.39,1.05,3.78,274.6,none,running
pump,2.23,13.91,73.05,1.14,4.02,201.06,bearing_failure,warning
pump,1.96,13.62,55.9,0.37,2.7,157.38,cavitation,fault
pump,1.35,18.04,48.7,1.21,3.69,227.66,bearing_failure,warning
pump,2.18,11.3,93.09,0.38,1.01,40.84,dry_run,fault
pump,3.34,19.32,69.99,0.38,4.46,107,clogging,fault
pump,3.47,11.07,85.62,0.01,0.45,45.89,dry_run,fault
pump,2.5,14.79,87.15,0.98,3.76,205.92,bearing_failure,fault
pump,3.85,20.59,87.13,0.86,3.62,249.36,bearing_failure,fault
pump,1.18,13.39,48.51,1.15,4.13,203.93,none,running
pump,3.31,11.31,74.71,0.35,0.54,27.84,dry_run,fault
pump,2.99,13.79,74.79,0.99,3.83,193.11,bearing_failure,warning
pump,0.93,12.26,57.29,0.93,4.68,225.49,none,running
pump,1.57,21.56,53.66,1.12,2.18,88.04,impeller_damage,fault
pump,1.96,16.53,73.29,0.37,5.83,148.05,clogging,fault
pump,2.79,12.99,62.45,0.87,4.03,161.15,bearing_failure,warning
pump,2.71,11.68,69.83,0.23,0.99,35.34,dry_run,fault
pump,2.5,23.82,61.44,0.96,5.01,77.83,clogging,fault
pump,2.13,13.46,39.32,0.87,4.27,244.92,bearing_failure,warning
pump,3.48,16.23,87.87,1.15,4.27,220.87,bearing_failure,fault
pump,2.58,18.2,66.69,1.04,3.77,216.02,bearing_failure,warning
pump,1.63,13.92,50.45,1.04,4.5,216.85,none,running
pump,0.9,10.68,59.05,1.15,4.25,176.44,none,running
pump,4.38,11.63,57.36,0.56,2.49,128.82,cavitation,fault
pump,1.16,13.27,62.04,0.85,3.39,182.29,seal_leakage,running
pump,1.22,13.4,76.93,0.47,5.55,79.6,clogging,fault
pump,1.85,13.82,71.9,1.04,4.81,151.73,clogging,warning
pump,0.92,13.2,95,0.22,0.36,61.94,dry_run,fault
pump,2.67,13.77,86.43,1.17,4.34,227.26,bearing_failure,fault
pump,1.72,12.23,55.05,0.86,3.5,206.93,seal_leakage,running
pump,4.28,14.62,80.29,0,1.43,0,dry_run,fault
pump,2.78,14.64,67.71,1.05,4.45,214,bearing_failure,warning
pump,3.11,18.86,63.93,0.64,1.85,80.08,impeller_damage,warning
pump,2.89,17.11,57.08,0.19,2.73,73.22,cavitation,fault
pump,1.59,16.85,78.4,0.54,4.81,120.66,clogging,fault
pump,2.35,11.55,53.2,0.46,3.59,117.54,cavitation,fault
pump,3.74,10.03,75.96,0.56,1.53,54.62,dry_run,fault
pump,1.78,14.58,47.69,0.88,4.82,249.45,none,running
pump,1.03,12.43,55.39,0.96,3.67,153.83,seal_leakage,running
pump,1.87,14.66,64.31,0.5,2.87,178.16,cavitation,warning
pump,1.65,13.69,65.34,1.13,3.01,175.7,seal_leakage,warning
pump,4.66,11.72,62.21,0.19,2.69,132.74,cavitation,fault
pump,3.05,14.01,73.5,0.71,6.08,115.86,clogging,warning
pump,1.38,17.97,46.42,0.93,3.79,264.2,bearing_failure,warning
pump,1.51,12.09,55.12,1.01,4.5,214.75,none,running
pump,1.7,17.63,39.18,0.93,3.8,250.42,bearing_failure,warning
pump,1.32,14.47,57.76,1.29,4.27,270.44,none,running
pump,2.07,13.97,79.01,0.94,3.39,204.7,bearing_failure,fault
pump,1.7,14.57,55.72,0.97,2.75,160.8,seal_leakage,running
pump,3.35,16.52,57.25,0.71,3.21,128.04,cavitation,warning
pump,1.98,12.95,64.91,1.1,2.59,110.98,cavitation,warning
pump,4.77,10.57,73.67,0.17,1.68,57.79,dry_run,fault
pump,4.26,8.33,73.47,0.3,0.57,47.11,dry_run,fault
pump,2.78,15.71,55.97,0.86,3.03,94.33,impeller_damage,warning
pump,2.69,11.02,67.35,0.25,0.35,91.92,dry_run,fault
pump,2.2,15.97,59.52,0.7,3.21,179.47,impeller_damage,warning
pump,1,16.61,59.18,0.91,4.55,268.84,none,warning
pump,2,12.68,66.6,1.09,2.6,166.84,impeller_damage,warning
pump,2.44,14.4,71.65,0.06,0.48,65.88,dry_run,fault
pump,1.89,12.76,64.96,1.06,2.59,88.43,none,warning
pump,1.6,11.92,52.93,1.23,4.39,262.41,none,running
pump,3.23,13.09,75.43,1.07,3.75,173.97,bearing_failure,fault
pump,1.62,16.84,75.04,0.44,5.83,69.71,clogging,fault
pump,2,17.85,52.74,0.81,2.66,174.8,impeller_damage,warning
pump,1.21,14.17,60.16,0.2,3.04,175.97,cavitation,fault
pump,1.8,11.7,56.4,0.43,2.52,155.98,cavitation,fault
pump,2.84,12.43,66.8,0.26,0.27,70.99,dry_run,fault
pump,2.59,9.73,68.77,0.21,1.37,66.92,dry_run,fault
pump,3.21,10.29,70.15,0.31,1.68,18.98,dry_run,fault
pump,1.16,23.53,62.34,0.97,5.68,72.44,clogging,fault
pump,2.35,13.4,50.18,0.95,2.82,154.65,seal_leakage,warning
pump,2.24,15.9,61.17,0.41,3.18,148.4,cavitation,fault
pump,1.39,19.37,63.18,0.98,4.46,261.1,bearing_failure,warning
pump,1.94,17.36,65.83,0.75,5.28,97.31,clogging,warning
pump,3.8,10.73,74.38,0.13,0.74,36.28,dry_run,fault
pump,5.55,14.61,65.59,0.52,1.95,164.01,cavitation,fault
pump,1.31,15.47,51.59,0.94,2.52,196.24,seal_leakage,running
pump,5.23,12.96,58.86,0.33,2.75,158.6,bearing_failure,fault
pump,1.94,20.92,74.69,0.69,6.08,155.16,clogging,fault
pump,3.99,9.81,89.36,0.12,1.01,77.3,dry_run,fault
pump,3.65,11.76,55.15,0.27,2.92,95.15,cavitation,fault
pump,0.95,11.32,60.08,1.03,2.59,179.76,seal_leakage,running
pump,3.66,18.37,54.88,1.2,1.68,82.89,impeller_damage,fault
pump,4.86,12.64,61.59,0.84,3.16,157.18,cavitation,fault
pump,1.49,14.46,50.21,1.11,4.23,253,none,running
pump,2.34,21.16,69.58,0.59,6.03,57.99,clogging,fault
pump,1.82,20.61,62.66,0.89,5.16,122.11,clogging,fault
pump,2.02,13.18,72.66,0.87,2.24,145.08,impeller_damage,warning
pump,0.95,14.49,26.11,0.96,4,190.75,bearing_failure,running
pump,1.52,20.87,59.67,0.91,6.48,96.09,clogging,fault
pump,1.86,12.57,65.85,0.98,3.11,147.4,impeller_damage,warning
pump,3.21,23.2,76.76,0.5,5.28,55.46,clogging,fault
pump,1.69,16.47,81.57,0.42,0.75,102.44,dry_run,fault
pump,1.42,14.98,58,1.07,3.25,183.71,seal_leakage,running
pump,0.65,13.93,57.09,1.14,4.61,231.75,none,running
pump,2,23.57,56.57,0.76,5.1,87.19,clogging,fault
pump,2.9,18,59.32,0.91,4.49,132.03,clogging,warning
pump,2.16,12.83,56.92,1.03,1.87,77.47,impeller_damage,fault
pump,1.42,14.17,58.47,1.01,3.99,206.16,bearing_failure,running
pump,2.08,9.52,66.94,0.29,1.65,5.17,dry_run,fault
pump,3.87,14.76,60.97,0.14,3.55,174.39,cavitation,fault
pump,2.31,25.77,57.14,0.7,4.96,129.67,clogging,fault
pump,3.58,12.91,88.52,0.42,0.9,6.23,dry_run,fault
pump,1.64,13.91,62,0.26,2.01,128.27,cavitation,fault
pump,1.91,12.77,54.35,1.17,4.38,289.63,none,running
pump,2.63,26.73,60.05,0.6,5.55,61.79,clogging,fault
pump,2,17.03,62.07,0.19,2.17,98.42,cavitation,fault
pump,2.17,13.62,75.48,0.64,4.99,62.34,clogging,fault
pump,2.51,15,71.95,1.08,3.15,78.36,impeller_damage,fault
pump,2.14,17.56,54.73,0.92,3.47,123.31,seal_leakage,warning
pump,3.91,16.91,64.72,0.68,1.95,100.61,cavitation,fault
pump,2.01,11.8,54.03,1.25,3.42,184.43,seal_leakage,warning
pump,2.57,17.47,76.53,1.13,4.19,247.54,bearing_failure,fault
pump,4.05,11.21,80.65,1.05,4.09,157.48,bearing_failure,fault
pump,2.98,12.6,63.38,1.01,1.94,159.19,impeller_damage,warning
pump,2.82,12.52,53.4,0.76,2.34,160.23,impeller_damage,warning
pump,1.98,13.87,66.79,0.34,4.73,53.08,clogging,fault
pump,2.34,12.5,75.74,0.38,0.71,29.85,dry_run,fault
pump,2.52,24.51,65.99,0.52,4.37,128.09,clogging,fault
pump,1.14,21.16,71.53,0.51,5.13,63.86,clogging,fault
pump,2.08,21.07,74.98,0.99,5.34,37.12,clogging,fault
pump,3.39,15.52,56.61,0.71,3.19,190.72,cavitation,warning
pump,2.87,11.43,62.26,1.03,1.43,141.75,dry_run,fault
pump,1.34,12.7,61.72,1.26,4.24,254.2,none,running
pump,1.37,15.8,52.36,1.02,2.36,208.64,seal_leakage,warning
pump,1.62,12.26,49.58,0.91,4.51,255.88,none,running
pump,2.07,12.13,56.74,0.64,2.45,164.89,cavitation,warning
pump,2.68,16.39,74.32,0.61,6.31,63.06,clogging,fault
pump,2.32,16.08,59.96,1.08,2.34,127.72,seal_leakage,warning
pump,2.22,11.54,84.73,0.11,1.61,8.05,dry_run,fault
pump,3.13,15.34,69.33,0.65,4.85,58.81,clogging,fault
pump,1.34,10.76,57.95,0.89,3.13,157.71,seal_leakage,running
pump,0.95,12.35,52.44,1.27,3.58,237.54,none,running
pump,3.39,15.78,57.26,0.77,3.65,190.58,cavitation,warning
pump,1.76,16.33,71.16,0.61,4.66,136.2,clogging,warning
pump,1.36,13.72,49.2,1,4,239.11,none,running
pump,1.63,13.13,54.38,1.21,4.52,240.14,none,running
pump,4.24,6.98,78.31,0.22,1.01,38.87,dry_run,fault
pump,1.41,10.2,49.61,1.15,3.87,225.45,none,running
pump,3.98,16.46,65.58,0.76,2.75,101.01,cavitation,fault
pump,1.45,13.29,54.84,1.24,3.71,221.56,none,running
pump,1.03,11.94,60.39,1.11,4.71,206.45,none,running
pump,3.76,14.39,63.53,0.41,2.1,180.59,cavitation,fault
pump,2.1,11.65,36.61,1.17,3.41,223.67,bearing_failure,warning
pump,1.83,10.64,52.17,0.78,2.76,136.67,seal_leakage,warning
pump,4.95,15.68,56.27,0.46,2.9,152.35,cavitation,fault
pump,0.86,14.52,68.91,0.67,1.82,71.75,impeller_damage,fault
pump,2.2,16.05,55.17,0.45,3.22,154.73,cavitation,fault
pump,1.59,13.42,68.33,0.88,2.51,113.95,impeller_damage,warning
pump,2.51,11.44,70.93,0,1.2,56.42,dry_run,fault
pump,1.17,14.49,53.24,0.91,3.54,130.15,seal_leakage,running
pump,1.98,18.21,65.97,0.42,6.19,159.83,clogging,fault
pump,0.84,19.7,66.96,0.98,1.79,131.86,impeller_damage,fault
pump,2.03,12.48,51.21,0.31,3.44,139.97,cavitation,fault
pump,3.29,13.32,57.77,0.49,2.41,159.92,cavitation,fault
pump,4.3,8.83,68.65,0.06,0.79,45.57,dry_run,fault
pump,2.85,10.34,59.79,0.31,2.47,125.74,cavitation,fault
pump,3.97,14.02,55.26,0.82,1.94,174.56,cavitation,fault
pump,1.75,15.91,55.54,1.04,1.66,98.48,impeller_damage,fault
pump,2.46,18.3,53.05,0.75,3.81,181.62,cavitation,warning
pump,2.12,11.92,45.45,1.07,2.92,187.56,seal_leakage,warning
pump,2.12,15.38,90.7,1.24,3.8,253.68,bearing_failure,fault
pump,2.6,17.03,69.78,1.06,4.55,214.09,bearing_failure,warning
pump,2.95,12.05,65.85,0.81,3.07,133.27,cavitation,warning
pump,1.86,16.43,57.53,0.81,2.86,65,impeller_damage,fault
pump,2.39,12.36,44.94,1.24,4.3,218.8,bearing_failure,warning
pump,3.51,12.65,79.63,0.37,0.42,52.84,dry_run,fault
pump,3.12,14.99,72.56,0.17,1.04,54.07,dry_run,fault
pump,0.98,15.64,56.54,1.12,1.45,100.03,impeller_damage,fault
pump,2.78,10.29,68.54,0.2,1.4,27.41,dry_run,fault
pump,2.35,19.43,76.44,0.51,5.18,122.13,clogging,fault
pump,2.46,14.08,69.85,0.9,3.96,223.34,bearing_failure,warning
pump,3.01,8.55,88.2,0,0.25,60.55,dry_run,fault
pump,4,13.06,54.2,0.22,3.8,169.03,cavitation,fault
pump,4.53,12.01,54.57,0.42,2.88,147.7,cavitation,fault
pump,3.01,14.98,56.87,0.93,2.01,131.54,impeller_damage,warning
pump,1.14,11.09,54.4,1.06,3.27,199.44,seal_leakage,running
pump,1.52,11.38,55.49,1.35,5.1,140.55,none,running
pump,1.35,13.45,77.58,0.73,6.57,117.57,clogging,fault
pump,4.52,14.92,85.81,0.37,1.35,67.36,dry_run,fault
pump,2.62,15.93,61.78,1.13,2.43,167.59,impeller_damage,warning
pump,1.2,14.87,51.99,1.09,3.93,239.76,none,running
pump,1.65,24.67,60.59,0.37,5.02,67.25,clogging,fault
pump,0.89,10.81,56.25,1.08,2.88,196.91,seal_leakage,running
pump,2.1,13.58,37.14,1.06,4.17,246.64,bearing_failure,warning
pump,1.49,17.95,61.78,0.92,5.24,119.6,clogging,warning
pump,2.02,12.78,52.99,0.81,3.3,181.43,seal_leakage,warning
pump,1.27,15.17,59.78,0.86,3.1,187.89,seal_leakage,running
pump,2.35,16.32,58.26,1.06,1.22,181.45,impeller_damage,fault
pump,1.97,20.98,64.56,0.96,3.01,166.45,impeller_damage,fault
pump,2.98,12.4,58.01,0.95,2.74,165.44,seal_leakage,warning
pump,5.02,15.39,66.85,0.22,2.39,90.18,cavitation,fault
pump,0.63,18.12,73.85,0.44,5.48,69.55,clogging,fault
pump,1.35,15.78,61.05,1.1,1.42,111.4,impeller_damage,fault
pump,5.36,13.46,66.36,0.56,3.4,155.69,cavitation,fault
